,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,275,0,0,17,0
Brute Force,0,1504,0,0,89
DoS/DDoS,0,0,48219,19,2
Normal,1439,1,78,312645,37
Web Attack,0,20,0,4,77
