,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,284,0,0,8,0
Brute Force,0,1437,0,4,152
DoS/DDoS,0,1,48197,36,6
Normal,2507,45,158,311383,107
Web Attack,0,3,0,4,94
