,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,220,0,0,72,0
Brute Force,0,1577,0,3,13
DoS/DDoS,0,0,48217,22,1
Normal,10,1,44,314145,0
Web Attack,0,84,1,3,13
