,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,289,0,0,3,0
Brute Force,0,1433,0,4,156
DoS/DDoS,0,0,48198,36,6
Normal,2432,33,128,311126,481
Web Attack,0,0,0,3,98
