,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,221,0,0,71,0
Brute Force,0,1588,0,3,2
DoS/DDoS,0,0,48211,27,2
Normal,10,1,41,314140,8
Web Attack,0,83,1,5,12
