,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,288,0,0,4,0
Brute Force,0,1437,0,4,152
DoS/DDoS,0,0,48196,39,5
Normal,2586,34,142,311340,98
Web Attack,0,1,0,2,98
