,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,217,0,0,75,0
Brute Force,0,1582,0,4,7
DoS/DDoS,0,1,48217,22,0
Normal,10,1,45,314143,1
Web Attack,0,87,1,3,10
