,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,269,0,0,23,0
Brute Force,0,1499,0,1,93
DoS/DDoS,0,0,48222,15,3
Normal,1278,1,107,312806,8
Web Attack,0,21,1,3,76
