,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,273,0,0,19,0
Brute Force,0,1500,0,2,91
DoS/DDoS,0,0,48220,18,2
Normal,1516,1,92,312568,23
Web Attack,0,23,0,3,75
