,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,268,0,0,24,0
Brute Force,0,1509,0,1,83
DoS/DDoS,0,0,48224,14,2
Normal,1190,1,108,312884,17
Web Attack,0,24,1,3,73
