,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,280,0,0,12,0
Brute Force,0,1497,0,2,94
DoS/DDoS,0,0,48196,19,25
Normal,1519,1,90,312506,84
Web Attack,0,18,0,4,79
