,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,284,0,0,8,0
Brute Force,0,1440,0,4,149
DoS/DDoS,0,1,48200,34,5
Normal,2686,26,151,311250,87
Web Attack,0,3,0,3,95
