,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,289,0,0,3,0
Brute Force,0,1438,0,4,151
DoS/DDoS,0,0,48196,38,6
Normal,2413,19,147,311520,101
Web Attack,0,1,0,4,96
