,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,216,0,0,76,0
Brute Force,0,1587,0,3,3
DoS/DDoS,0,2,48211,27,0
Normal,8,1,41,314150,0
Web Attack,0,88,1,3,9
