,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,286,0,0,6,0
Brute Force,0,1451,0,3,139
DoS/DDoS,0,1,48202,33,4
Normal,2405,27,161,311449,158
Web Attack,0,2,0,4,95
