,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,270,0,0,22,0
Brute Force,0,1500,0,1,92
DoS/DDoS,0,0,48222,14,4
Normal,1123,1,108,312952,16
Web Attack,0,21,0,3,77
