,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,286,0,0,6,0
Brute Force,0,1428,0,4,161
DoS/DDoS,0,0,48195,39,6
Normal,2857,35,153,310910,245
Web Attack,0,1,0,4,96
