,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,274,0,0,18,0
Brute Force,0,1502,0,1,90
DoS/DDoS,0,0,48203,20,17
Normal,1483,1,47,312596,73
Web Attack,0,21,0,5,75
