,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,270,0,0,22,0
Brute Force,0,1506,0,1,86
DoS/DDoS,0,1,48222,14,3
Normal,1336,1,113,312750,0
Web Attack,0,23,1,4,73
