,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,276,0,0,16,0
Brute Force,0,1508,0,0,85
DoS/DDoS,0,0,48223,15,2
Normal,1389,1,105,312691,14
Web Attack,0,22,0,4,75
