,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,226,0,0,66,0
Brute Force,0,1575,0,1,17
DoS/DDoS,0,2,48215,22,1
Normal,26,2,43,314126,3
Web Attack,0,73,1,3,24
