accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,dataset,model,seed,train_seconds,predict_seconds,test_samples,coverage,rejected_count
0.7152868872370403,0.5629732779677687,0.49574617186532893,0.5629732779677687,0.48750151683009657,0.649889363200785,0.03328230142111118,0.07416106430391321,0.2469120338242048,0.06962984723289575,0.22611641182742007,0.25746650301728546,unsw,rccf,42,749.4403593000025,2.7818432999993092,82332,0.8955205752319876,8602
