dataset,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,log_loss_mean,log_loss_std,brier_mean,brier_std,ece_mean,ece_std,mce_mean,mce_std,aurc_mean,aurc_std,risk_at_90_mean,risk_at_90_std,risk_at_95_mean,risk_at_95_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std,test_samples_mean,test_samples_std,coverage_mean,coverage_std,rejected_count_mean,rejected_count_std
unsw,rccf,0.7153435683168957,0.0007304080682488017,0.5683533643758767,0.0073542911135848444,0.5053089629599711,0.008804989514123887,0.5683533643758767,0.0073542911135848444,0.49454324273927747,0.006369604266291116,0.6500895454699186,0.0006883031115032634,0.03333051520116229,7.625259561737233e-05,0.07400405573692835,0.00033422571401517815,0.2474096575329702,0.007125018678273718,0.06995499797471065,0.00030848841954674114,0.22654826650831994,0.0004860239167969741,0.2572917732092325,0.0007005414740216576,954.4231787333338,177.66641263043292,3.079636633335516,0.640692989078673,82332.0,0.0,0.895872807656804,0.0017933685200263382,8573.0,147.65161699080713
