,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,21,346,81,37,84,69,16,20,3,0
Backdoor,17,285,62,11,101,75,0,22,10,0
DoS,254,1992,637,626,254,122,4,61,135,4
Exploits,265,2079,382,7200,435,178,61,338,188,6
Fuzzers,49,673,161,303,4049,134,313,45,334,1
Generic,8,18,72,426,80,18065,1,2,195,4
Normal,801,24,91,670,10171,1,24982,32,227,1
Reconnaissance,31,235,29,194,58,5,0,2864,79,1
Shellcode,0,0,1,30,37,0,2,6,302,0
Worms,0,0,1,22,0,0,1,0,0,20
