accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,dataset,model,seed,train_seconds,predict_seconds,test_samples,coverage,rejected_count
0.7478708303761533,0.49152652335996894,0.7682745378598639,0.49152652335996894,0.5128631080551577,1.7953081591141755,0.08655823689716181,0.21034718634255684,0.43061023026327067,0.05927867496984996,0.21118777723016263,0.23098473175514778,nsl,rccf,2024,255.07474250000087,0.47473420000460465,22544,0.6181689141234918,8608
