,precision,recall,f1-score,support
DoS,0.9610169491525423,0.7602574416733708,0.8489294804611469,7458.0
Normal,0.6459771686376375,0.9731232622798888,0.7764995891536566,9711.0
Probe,0.8412698412698413,0.5910780669144982,0.6943231441048034,2421.0
R2L,0.9831081081081081,0.1056644880174292,0.19081967213114753,2754.0
U2R,0.3888888888888889,0.035,0.06422018348623854,200.0
accuracy,0.7473828956706884,0.7473828956706884,0.7473828956706884,0.7473828956706884
macro avg,0.7640521912114037,0.49302465177703747,0.5149584138673985,22544.0
weighted avg,0.8100745424344196,0.7473828956706884,0.7137695759924836,22544.0
