model,accuracy,macro_f1,train_seconds,predict_seconds
rf_all,0.7380234208658624,0.47285166984722293,6.779800099990098,0.1112550999969244
rf_chi2,0.7370919091554294,0.48992098352751395,5.380861199984793,0.10837080000783317
extra_trees_chi2,0.7526171043293116,0.5202258892896507,6.260810700012371,0.12037999997846782
decision_tree_chi2,0.7332771469127041,0.4878077704887825,0.6775398000027053,0.006299900007434189
weighted_rf_chi2,0.7369144783534421,0.4882375239225798,18.313143500010483,1.2239930999930948
