,precision,recall,f1-score,support
DoS,0.9627477785372522,0.7554304102976669,0.8465815176558978,7458.0
Normal,0.6342443729903537,0.9749768303985171,0.7685376841592597,9711.0
Probe,0.8451242829827916,0.5477075588599752,0.6646616541353384,2421.0
R2L,0.9731182795698925,0.06572258533042846,0.12312925170068027,2754.0
U2R,0.4444444444444444,0.02,0.03827751196172249,200.0
accuracy,0.7369144783534421,0.7369144783534421,0.7369144783534421,0.7369144783534421
macro avg,0.771935831704947,0.4727674769773175,0.4882375239225798,22544.0
weighted avg,0.8052795669963567,0.7369144783534421,0.6978785368961111,22544.0
