,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,293,0,0,0,0
Brute Force,0,1460,0,2,131
DoS/DDoS,0,0,2994,5,0
Normal,13,0,4,2983,0
Web Attack,0,14,0,2,85
