model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.8635767380848273,0.6034873219135913,0.5656240193645672,3.7242520000145305,0.40235150000080466,43,82332,0.39354287609631483,0.01692300121622566,0.05228975352473173
rf_chi2,0.8635767380848273,0.6034873219135913,0.5656240193645672,3.7607104999769945,0.4067751000111457,43,82332,0.3935428760963148,0.01692300121622566,0.05228975352473173
extra_trees_chi2,0.8551717436719622,0.5870276400829184,0.5280080312031409,2.637828000006266,0.4295107999932952,43,82332,0.4456795808282477,0.019412645615428454,0.04888513215984564
xgboost_chi2,0.8862653646212895,0.5628090069283072,0.5528979733843935,6.606150099978549,0.3316144999989774,43,82332,0.29198401670248303,0.014058291732501565,0.017601223729789325
