model,accuracy_mean,balanced_accuracy_mean,macro_precision_mean,macro_recall_mean,macro_f1_mean,log_loss_mean,brier_mean,ece_mean,mce_mean,aurc_mean,risk_at_90_mean,risk_at_95_mean,train_seconds_mean,predict_seconds_mean,test_samples_mean,rejected_count_mean,coverage_mean,accuracy_std,balanced_accuracy_std,macro_precision_std,macro_recall_std,macro_f1_std,log_loss_std,brier_std,ece_std,mce_std,aurc_std,risk_at_90_std,risk_at_95_std,train_seconds_std,predict_seconds_std,test_samples_std,rejected_count_std,coverage_std
rccf,0.995035655512891,0.932510661673717,0.8127435661068558,0.932510661673717,0.8560654236163927,0.01371170063396969,0.0014988385135073499,0.00149551771913895,0.3874800947358328,6.337478337801936e-05,8.604617811558011e-05,0.00019190598305105,697.0740327700003,0.5788279600006717,61982.0,6186.7,0.9001855377367622,3.1404389060589246e-05,0.0034208974108481368,0.000708571705584435,0.0034208974108481368,0.0013015244209193457,0.0002518312179351004,3.4482250072795235e-05,0.00025314340799179714,0.20770989032045875,2.36671685633558e-06,1.1337579449890036e-05,1.39814989444865e-05,23.789889788911648,0.07206206393713824,0.0,32.055680723807235,0.0005171772566843018
