,precision,recall,f1-score,support
Bot,0.9901960784313726,1.0,0.9950738916256158,101.0
Brute Force,0.9887640449438202,0.8712871287128713,0.9263157894736842,101.0
DoS/DDoS,0.99,0.9801980198019802,0.9850746268656716,101.0
Normal,0.9705882352941176,0.9801980198019802,0.9753694581280788,101.0
Web Attack,0.8839285714285714,0.9801980198019802,0.9295774647887324,101.0
accuracy,0.9623762376237623,0.9623762376237623,0.9623762376237623,0.9623762376237623
macro avg,0.9646953860195764,0.9623762376237623,0.9622822461763565,505.0
weighted avg,0.9646953860195764,0.9623762376237623,0.9622822461763565,505.0
