split_seed,weight_strategy,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1
42,equal_weight,0.9524752475247524,0.9524752475247524,0.9548293966419413,0.9524752475247524,0.9525451263779761
42,validation_balanced_accuracy,0.9524752475247524,0.9524752475247524,0.9548293966419413,0.9524752475247524,0.9525451263779761
2024,equal_weight,0.9524752475247524,0.9524752475247524,0.9552445369443531,0.9524752475247524,0.9521707005477265
2024,validation_balanced_accuracy,0.9524752475247524,0.9524752475247524,0.9552445369443531,0.9524752475247524,0.9521707005477265
3407,equal_weight,0.9623762376237623,0.9623762376237623,0.963711808852209,0.9623762376237623,0.9623300024801763
3407,validation_balanced_accuracy,0.9623762376237623,0.9623762376237623,0.963711808852209,0.9623762376237623,0.9623300024801763
