,precision,recall,f1-score,support
Bot,0.9711538461538461,1.0,0.9853658536585366,101.0
Brute Force,0.9375,0.8910891089108911,0.9137055837563451,101.0
DoS/DDoS,0.98989898989899,0.9702970297029703,0.98,101.0
Normal,0.9702970297029703,0.9702970297029703,0.9702970297029703,101.0
Web Attack,0.8952380952380953,0.9306930693069307,0.912621359223301,101.0
accuracy,0.9524752475247524,0.9524752475247524,0.9524752475247524,0.9524752475247524
macro avg,0.9528175921987805,0.9524752475247524,0.9523979652682307,505.0
weighted avg,0.9528175921987803,0.9524752475247524,0.9523979652682306,505.0
