model,accuracy_mean,balanced_accuracy_mean,macro_precision_mean,macro_recall_mean,macro_f1_mean,log_loss_mean,brier_mean,ece_mean,mce_mean,aurc_mean,risk_at_90_mean,risk_at_95_mean,train_seconds_mean,predict_seconds_mean,test_samples_mean,rejected_count_mean,coverage_mean,accuracy_std,balanced_accuracy_std,macro_precision_std,macro_recall_std,macro_f1_std,log_loss_std,brier_std,ece_std,mce_std,aurc_std,risk_at_90_std,risk_at_95_std,train_seconds_std,predict_seconds_std,test_samples_std,rejected_count_std,coverage_std
rccf,0.9779196927957258,0.9491979181717155,0.8639303068900693,0.9491979181717155,0.8899550295993232,0.051477058752590794,0.006312016612779133,0.006604431174318169,0.6129502037573534,0.0007445044378269393,0.00041736227045075126,0.004876762883880322,61.10911026666872,0.15166513333679177,7986.0,654.6666666666666,0.9180232072794056,0.0003614765021222424,0.00038056801382686085,0.0010707331982965703,0.00038056801382686085,0.0011934207552425794,0.00017325518762402372,8.076229563101498e-06,0.00046396691742291054,0.0021097647377338723,6.023915158783647e-06,0.0,0.00013180440226703534,0.09037697786913129,0.003751149472663968,0.0,4.041451884327381,0.0005060671029711193
