,precision,recall,f1-score,support
DoS,0.9637810622056197,0.7956556717618665,0.8716856408373118,7458.0
Normal,0.6843221944381299,0.9299763155184841,0.7884581805482801,9711.0
Probe,0.7019230769230769,0.7236679058240396,0.7126296522269676,2421.0
R2L,0.9669565217391304,0.2018881626724764,0.3340342445178732,2754.0
U2R,0.3025210084033613,0.18,0.22570532915360503,200.0
accuracy,0.7677874378992193,0.7677874378992193,0.7677874378992193,0.7677874378992193
macro avg,0.7239007727418636,0.5662376111553733,0.5865026094568075,22544.0
weighted avg,0.8098026181644428,0.7677874378992193,0.7473428257604441,22544.0
