model,accuracy,balanced_accuracy,macro_f1,log_loss,brier_macro,ece,mce,train_seconds,predict_seconds,test_samples
equal_rf_chi2,0.7466288147622427,0.49154565734858674,0.5132432414227955,1.617979231511763,0.07515598563954744,0.16185149569467425,0.5328670514279705,1.5117387999998755,0.10302149999915855,22544
extra_trees_chi2,0.7677874378992193,0.5662376111553733,0.5865026094568075,0.9141150177256578,0.0670653173022742,0.11428350822247665,0.3270241666745597,1.6647462000037194,0.11338160000013886,22544
cfrg_forest_chi2,0.7476046841731725,0.49500636907585605,0.5181970030217906,2.598630491251758,0.09976136441420555,0.24892506045962168,0.5148430548033671,9.239777599999798,1.1940269999977318,22544
