model,accuracy,macro_f1,train_seconds,predict_seconds
random_forest,0.7380234208658624,0.47285166984722293,6.23337060000631,0.09711069997865707
extra_trees,0.7649041873669269,0.511530707485729,7.526849999994738,0.11760089997551404
