,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1455,0,2,136
DoS/DDoS,0,0,2997,3,0
Normal,23,0,4,2973,0
Web Attack,0,13,0,2,86
