,precision,recall,f1-score,support
Bot,0.9356913183279743,0.9965753424657534,0.9651741293532339,292.0
Brute Force,0.9917695473251029,0.9077212806026366,0.9478859390363815,1593.0
DoS/DDoS,0.998001998001998,0.999,0.9985007496251874,3000.0
Normal,0.9969849246231156,0.992,0.9944862155388471,3000.0
Web Attack,0.3799126637554585,0.8613861386138614,0.5272727272727272,101.0
accuracy,0.9763335837716003,0.9763335837716003,0.9763335837716003,0.9763335837716003
macro avg,0.8604720904067298,0.9513365523364502,0.8866639521652754,7986.0
weighted avg,0.9862813299217755,0.9763335837716003,0.9797180800905019,7986.0
