,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,1,0
Brute Force,0,1461,0,1,131
DoS/DDoS,0,0,2996,4,0
Normal,19,0,4,2977,0
Web Attack,0,13,0,2,86
