,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8801004394224733,0.0,0.0006277463904582549,0.11927181418706842
DoS/DDoS,0.0,0.0,0.999,0.0006666666666666666,0.0003333333333333333
Normal,0.025,0.0,0.0013333333333333333,0.97,0.0036666666666666666
Web Attack,0.0,0.019801980198019802,0.0,0.019801980198019802,0.9603960396039604
