,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1400,0,1,192
DoS/DDoS,0,0,2997,2,1
Normal,74,0,6,2908,12
Web Attack,0,2,0,2,97
