delta_macro_f1,delta_balanced_accuracy,delta_log_loss,delta_macro_f1_ci_low,delta_macro_f1_ci_high,delta_macro_f1_bootstrap_positive,delta_balanced_accuracy_ci_low,delta_balanced_accuracy_ci_high,delta_balanced_accuracy_bootstrap_positive,delta_log_loss_ci_low,delta_log_loss_ci_high,delta_log_loss_bootstrap_positive,mcnemar_b01,mcnemar_b10,mcnemar_p,macro_f1_signflip_p,seed,model_a,model_b,test_samples
0.0019822850721370466,0.001980198019801982,0.015701560056874425,0.0,0.006323989100237365,0.628,0.0,0.006504506892894876,0.628,-0.016631706795111646,0.05259229389791396,0.787,0,1,1.0,1.0,42,equal_rf_chi2,cfrg_forest_chi2,505
0.0019822850721370466,0.001980198019801982,0.007027747653778199,0.0,0.006218761841574138,0.595,0.0,0.006317469204927271,0.595,-0.02016718020853746,0.03564876686948692,0.681,0,1,1.0,1.0,2024,equal_rf_chi2,cfrg_forest_chi2,505
0.001982228298017752,0.001980198019801982,0.019163683620296218,0.0,0.006252399591902249,0.624,0.0,0.006453366058906044,0.624,-0.0130627852220501,0.057355390017797735,0.881,0,1,1.0,1.0,3407,equal_rf_chi2,cfrg_forest_chi2,505
