model,seed,macro_f1,accuracy,train_seconds,predict_seconds,log_loss,brier_macro,ece
mlp,42,0.7993191939469283,0.9777109942399198,25.186480700000175,0.01061310000022786,0.058679339541573027,0.03456484703528774,0.01037274408131715
mlp,2024,0.8010301295017971,0.9775857751064363,20.45689560000028,0.0059767000002466375,0.0638076890753285,0.03724161375145256,0.009591369039608881
mlp,3407,0.792613964667112,0.9750813924367643,19.99969460000011,0.007040999999844644,0.06520423850371806,0.038296999263936704,0.009149414513348622
