,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.900990099009901,0.0,0.0,0.09900990099009901
DoS/DDoS,0.0,0.0,1.0,0.0,0.0
Normal,0.0,0.0,0.009900990099009901,0.9504950495049505,0.039603960396039604
Web Attack,0.0,0.009900990099009901,0.009900990099009901,0.0,0.9801980198019802
