,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8910891089108911,0.0,0.009900990099009901,0.09900990099009901
DoS/DDoS,0.0,0.0,1.0,0.0,0.0
Normal,0.009900990099009901,0.0,0.0,0.9801980198019802,0.009900990099009901
Web Attack,0.0,0.04950495049504951,0.009900990099009901,0.0,0.9405940594059405
