,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,291,0,0,2,0
Brute Force,0,1513,0,1,79
DoS/DDoS,0,0,2995,4,0
Normal,12,0,4,2984,0
Web Attack,0,40,0,1,60
