,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,1,0
Brute Force,0,1515,0,1,77
DoS/DDoS,0,0,2995,4,0
Normal,13,0,2,2985,0
Web Attack,0,33,0,2,66
