accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,model,seed,train_seconds,predict_seconds,test_samples,feature_mode,feature_count
0.9822188830453293,0.8649012666814204,0.8694259255286847,0.8649012666814204,0.867109309966463,decision_tree_all,42,0.8921441999991657,0.0017733999993652105,7986,,
0.9290007513148009,0.9453887191852057,0.7720841073440392,0.9453887191852057,0.8162007928712992,svm_chi2,42,12.162389299992356,3.148992599992198,7986,chi2,60.0
0.9833458552466817,0.9189508761739316,0.878851488763879,0.9189508761739316,0.895478938687382,random_forest_all,42,0.784392100002151,0.03914660000009462,7986,all,78.0
0.9820936639118457,0.9085987652891061,0.873410059110812,0.9085987652891061,0.8882768297945514,random_forest_chi2,42,0.8294621999957599,0.04066660000535194,7986,chi2,60.0
0.9829701978462309,0.9204288770813669,0.877200138792283,0.9204288770813669,0.8947101440994665,weighted_rf_all,42,2.254008400006569,0.15374900000460912,7986,all,78.0
0.9815927873779113,0.9080965681767396,0.870942290402869,0.9080965681767396,0.8863458238140975,weighted_rf_chi2,42,2.3194160999992164,0.19501340000715572,7986,chi2,60.0
0.9825945404457801,0.8646031047142818,0.8712759192929417,0.8646031047142818,0.8678297730823903,decision_tree_all,2024,0.9473193000012543,0.002701400007936172,7986,,
0.9290007513148009,0.9453887191852057,0.7720841073440392,0.9453887191852057,0.8162007928712992,svm_chi2,2024,11.548843199998373,3.080277000000933,7986,chi2,60.0
0.9805910343100426,0.9239017778502493,0.8693165579657862,0.9239017778502493,0.8896603485830141,random_forest_all,2024,0.7822935000003781,0.03208540000196081,7986,all,78.0
0.9807162534435262,0.9164909669386496,0.8687266139224867,0.9164909669386496,0.8870046625145731,random_forest_chi2,2024,0.8273369999951683,0.0862831999984337,7986,chi2,60.0
0.980465815176559,0.9274855260555783,0.8694561137611467,0.9274855260555783,0.8905997499142961,weighted_rf_all,2024,2.243071899996721,0.1654928999923868,7986,all,78.0
0.9808414725770098,0.9184711649584516,0.8695844107620403,0.9184711649584516,0.8882067289099158,weighted_rf_chi2,2024,2.2449549000011757,0.16480550001142547,7986,chi2,60.0
0.9830954169797145,0.8707281306632044,0.8762208885903391,0.8707281306632044,0.8734136053685491,decision_tree_all,3407,0.9475422999967122,0.0031998999911593273,7986,,
0.9290007513148009,0.9453887191852057,0.7720841073440392,0.9453887191852057,0.8162007928712992,svm_chi2,3407,12.265494000006584,3.7011541000101715,7986,chi2,60.0
0.981718006511395,0.906308586101696,0.870145341836513,0.906308586101696,0.8852162523004659,random_forest_all,3407,0.7716941999970004,0.039586099999723956,7986,all,78.0
0.9820936639118457,0.9060693289756145,0.8724573082033501,0.9060693289756145,0.8866054548453739,random_forest_chi2,3407,0.8806666000018595,0.03954320000775624,7986,chi2,60.0
0.9813423491109442,0.9096412357508417,0.8690963204851148,0.9096412357508417,0.8854420928396344,weighted_rf_all,3407,2.3506816000008257,0.17699079999874812,7986,all,78.0
0.9814675682444277,0.9054415825851562,0.8694430676543108,0.9054415825851562,0.8842341247733776,weighted_rf_chi2,3407,2.348655499998131,0.1577885000006063,7986,chi2,60.0
