,precision,recall,f1-score,support
Analysis,0.008533747090768037,0.01624815361890694,0.011190233977619531,677.0
Backdoor,0.05729417428984112,0.6123499142367067,0.10478426768417963,583.0
DoS,0.484447900466563,0.15235999021765712,0.23181395348837208,4089.0
Exploits,0.7554667788057191,0.6455264103485447,0.6961829102887037,11132.0
Fuzzers,0.2663227996866022,0.6728802375453645,0.3816072597997942,6062.0
Generic,0.9895359666904071,0.9571299878119867,0.973063247494882,18871.0
Normal,0.9829805547947885,0.679027027027027,0.8032097699771416,37000.0
Reconnaissance,0.8433628318584071,0.8177917620137299,0.8303804821376707,3496.0
Shellcode,0.2100550964187328,0.8068783068783069,0.3333333333333333,378.0
Worms,0.5227272727272727,0.5227272727272727,0.5227272727272727,44.0
accuracy,0.7121046494680076,0.7121046494680076,0.7121046494680076,0.7121046494680076
macro avg,0.5120727122829102,0.5882919062425503,0.48882927309089685,82332.0
weighted avg,0.8519045249746121,0.7121046494680076,0.7556382917541214,82332.0
