model,seed,macro_f1,accuracy,train_seconds,predict_seconds
mlp,42,0.7936525490301357,0.9704482844978712,8.59193630000027,0.009682100000645733
mlp,2024,0.7821413114462767,0.9646882043576258,4.392723199999637,0.010332799999559938
mlp,3407,0.765351662005053,0.9608064112196344,4.710524899999655,0.009346700000605779
