model,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,train_seconds_mean,predict_seconds_mean
mlp,0.7803818408271551,0.014232246985149176,0.9653143000250438,0.004851332488808011,5.898394799999854,0.009787200000270483
