tree_score,tree_weight
0.9089108910891088,0.010033225496196521
0.9029702970297029,0.00996764885896655
0.893069306930693,0.009858354463583267
0.8990099009900989,0.009923931100813237
0.895049504950495,0.009880213342659924
0.9267326732673267,0.010229955407886432
0.9069306930693068,0.010011366617119865
0.9069306930693068,0.010011366617119865
0.9029702970297029,0.00996764885896655
0.9029702970297029,0.00996764885896655
0.9049504950495049,0.009989507738043208
0.9148514851485148,0.01009880213342649
0.9029702970297029,0.00996764885896655
0.9029702970297029,0.00996764885896655
0.9247524752475247,0.010208096528809775
0.9009900990099009,0.009945789979889893
0.887128712871287,0.009792777826353296
0.9049504950495049,0.009989507738043208
0.9386138613861386,0.010361108682346373
0.9049504950495049,0.009989507738043208
0.9188118811881187,0.010142519891579806
0.9049504950495049,0.009989507738043208
0.9108910891089108,0.010055084375273178
0.8970297029702969,0.00990207222173658
0.9029702970297029,0.00996764885896655
0.9128712871287128,0.010076943254349834
0.891089108910891,0.009836495584506609
0.9188118811881187,0.010142519891579806
0.9029702970297029,0.00996764885896655
0.9069306930693068,0.010011366617119865
0.895049504950495,0.009880213342659924
0.8990099009900989,0.009923931100813237
0.887128712871287,0.009792777826353296
0.889108910891089,0.009814636705429952
0.9089108910891088,0.010033225496196521
0.9108910891089108,0.010055084375273178
0.8970297029702969,0.00990207222173658
0.9148514851485148,0.01009880213342649
0.9069306930693068,0.010011366617119865
0.9029702970297029,0.00996764885896655
0.9168316831683168,0.010120661012503149
0.8970297029702969,0.00990207222173658
0.9009900990099009,0.009945789979889893
0.887128712871287,0.009792777826353296
0.9128712871287128,0.010076943254349834
0.9287128712871286,0.01025181428696309
0.9049504950495049,0.009989507738043208
0.9227722772277227,0.010186237649733119
0.9049504950495049,0.009989507738043208
0.889108910891089,0.009814636705429952
0.9029702970297029,0.00996764885896655
0.9069306930693068,0.010011366617119865
0.9108910891089108,0.010055084375273178
0.9128712871287128,0.010076943254349834
0.9227722772277227,0.010186237649733119
0.9128712871287128,0.010076943254349834
0.8970297029702969,0.00990207222173658
0.9108910891089108,0.010055084375273178
0.9029702970297029,0.00996764885896655
0.8792079207920791,0.009705342310046668
0.9128712871287128,0.010076943254349834
0.889108910891089,0.009814636705429952
0.893069306930693,0.009858354463583267
0.8970297029702969,0.00990207222173658
0.9227722772277227,0.010186237649733119
0.8970297029702969,0.00990207222173658
0.9247524752475247,0.010208096528809775
0.9009900990099009,0.009945789979889893
0.9128712871287128,0.010076943254349834
0.9128712871287128,0.010076943254349834
0.9128712871287128,0.010076943254349834
0.9089108910891088,0.010033225496196521
0.889108910891089,0.009814636705429952
0.9188118811881187,0.010142519891579806
0.9069306930693068,0.010011366617119865
0.9029702970297029,0.00996764885896655
0.8990099009900989,0.009923931100813237
0.9247524752475247,0.010208096528809775
0.9108910891089108,0.010055084375273178
0.9148514851485148,0.01009880213342649
0.895049504950495,0.009880213342659924
0.889108910891089,0.009814636705429952
0.9128712871287128,0.010076943254349834
0.9029702970297029,0.00996764885896655
0.891089108910891,0.009836495584506609
0.9346534653465346,0.01031739092419306
0.9029702970297029,0.00996764885896655
0.8831683168316831,0.009749060068199982
0.9029702970297029,0.00996764885896655
0.891089108910891,0.009836495584506609
0.9128712871287128,0.010076943254349834
0.9108910891089108,0.010055084375273178
0.9108910891089108,0.010055084375273178
0.891089108910891,0.009836495584506609
0.9227722772277227,0.010186237649733119
0.9049504950495049,0.009989507738043208
0.9049504950495049,0.009989507738043208
0.9207920792079207,0.010164378770656462
0.8990099009900989,0.009923931100813237
0.9168316831683168,0.010120661012503149
