model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,test_samples,ece,mce
equal_rf_chi2,0.7497338537970192,0.5089633544608129,0.537222256960047,1.4897970000019995,0.04098159999557538,22544,0.15805319871120077,0.5002349990774531
extra_trees_chi2,0.7492902767920511,0.6191229258319991,0.6031138446168367,1.4739560000016354,0.04007160000037402,22544,0.12664990867781495,0.5198221932280283
drc_forest_chi2,0.7499112845990064,0.509191921932495,0.5379601867346969,6.256955900003959,0.3594366000033915,22544,0.15952575647719983,0.4969474075782291
