,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,1,0
Brute Force,0,1513,0,2,78
DoS/DDoS,0,0,2994,5,0
Normal,13,0,4,2983,0
Web Attack,0,38,0,2,61
