model,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std
decision_tree_all,0.9826362801569414,0.00043975514453847,0.8723075778039885,0.003512993056479507,0.8667441673529689,0.0034534327679338534,0.8694508961391341,0.003450661545706917,1.1901694000019536,0.24383290084561807,0.003003566666545036,0.0013281802803611549
random_forest_all,0.9818849653560399,0.0013849787146704125,0.8727711295220594,0.005282025847937474,0.916387080041959,0.009072479646165057,0.8901185131902873,0.005146660963631379,0.7915017666722027,0.028497219721972354,0.041865800002900265,0.0005907948931120202
random_forest_chi2,0.9816345270890725,0.00079524830466889,0.871531327078883,0.0024752263512988,0.9103863537344568,0.0054359211542853395,0.8872956490514995,0.000872856476569202,0.8681884666681677,0.0432863261032196,0.05578826666654398,0.026281721393486494
svm_chi2,0.9290007513148009,0.0,0.7720841073440393,0.0,0.9453887191852056,0.0,0.8162007928712992,0.0,14.034153333331536,0.7389708003216512,3.397760666674003,0.07766678761890634
weighted_rf_all,0.9815927873779113,0.001270835407599776,0.8719175243461814,0.004578413954634251,0.9191852129625957,0.008986918239873378,0.8902506622844656,0.004643876631511055,2.388004366667398,0.047737281679041225,0.18200896666288222,0.004611006065972242
weighted_rf_chi2,0.981300609399783,0.0004025231973032849,0.8699899229397401,0.0008277966580904097,0.9106697719067824,0.006885385775891781,0.8862622258324636,0.0019876210336253804,2.7494946333317785,0.4810688063577259,0.2592056666665788,0.09344358391057073
