,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.9183929692404269,0.0,0.0006277463904582549,0.08097928436911488
DoS/DDoS,0.0,0.0,0.9979993331110371,0.0020006668889629878,0.0
Normal,0.005,0.0,0.0016666666666666668,0.9933333333333333,0.0
Web Attack,0.0,0.15841584158415842,0.0,0.009900990099009901,0.8316831683168316
