,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.9183929692404269,0.0,0.0012554927809165098,0.08035153797865663
DoS/DDoS,0.0,0.0,0.9979993331110371,0.0020006668889629878,0.0
Normal,0.005,0.0,0.0013333333333333333,0.9936666666666667,0.0
Web Attack,0.0,0.13861386138613863,0.0,0.009900990099009901,0.8514851485148515
