,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8970495919648462,0.0,0.0006277463904582549,0.10232266164469554
DoS/DDoS,0.0,0.0,0.9966655551850617,0.0020006668889629878,0.001333777925975325
Normal,0.014,0.0,0.001,0.9833333333333333,0.0016666666666666668
Web Attack,0.0,0.06930693069306931,0.0,0.009900990099009901,0.9207920792079208
