,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,293,0,0,0,0
Brute Force,0,1425,0,0,168
DoS/DDoS,0,0,2990,5,4
Normal,42,0,7,2948,3
Web Attack,0,6,0,1,94
