,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.9127432517263026,0.0,0.0006277463904582549,0.08662900188323917
DoS/DDoS,0.0,0.0,0.9976658886295432,0.002334111370456819,0.0
Normal,0.005333333333333333,0.0,0.001,0.9936666666666667,0.0
Web Attack,0.0,0.1188118811881188,0.0,0.019801980198019802,0.8613861386138614
