,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8782172002510985,0.0,0.0018832391713747645,0.11989956057752668
DoS/DDoS,0.0,0.0,0.9989996665555185,0.0006668889629876625,0.00033344448149383126
Normal,0.018333333333333333,0.0003333333333333333,0.002,0.974,0.005333333333333333
Web Attack,0.0,0.019801980198019802,0.0,0.019801980198019802,0.9603960396039604
