accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,dataset,model,seed,train_seconds,predict_seconds,test_samples,coverage,rejected_count
0.7148982169751736,0.5724139360887691,0.5031932333025108,0.5724139360887691,0.49593023863496466,0.6479608704213312,0.033251516898445604,0.07308692908653243,0.23842096655948186,0.06979679596794319,0.22660224834343243,0.2578756264702874,unsw,rccf,3407,603.8844055000009,2.277388399998017,82332,0.8941116455327212,8718
